id	name	reason	replaced_by	pr	date	notes	commit	confidence
cpd15360_c0	"2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol [c0]"	duplicate	cpd03449_c0	#208	2025-04-14	"fix: removed rxn08353_c0 and cpd15360_c0 for effectively being duplicates of rxn11946_c0 and cpd03449_c0, respectively"	31284ad	high
cpd00190_c0	beta-D-Glucose [c0]	out_of_scope		#211	2025-04-21	fix: remove unnecessary anomer-specific glucose reactions and metabolites	9b37031	high
cpd19001_c0	alpha-D-Glucose [c0]	out_of_scope		#211	2025-04-21	fix: remove unnecessary anomer-specific glucose reactions and metabolites	9b37031	high
cpd19006_c0	alpha-D-Glucose 6-phosphate [c0]	out_of_scope		#211	2025-04-21	fix: remove unnecessary anomer-specific glucose reactions and metabolites	9b37031	high
cpd01046_c0	Allysine [c0]	unknown		#244	2025-09-15	model file wholesale replaced by a new draft; original reason not recoverable	3868a7a	low
cpd05262_c0	galacturonate [c0]	unknown		#244	2025-09-15	model file wholesale replaced by a new draft; original reason not recoverable	3868a7a	low
cpd00731_e0	Ala-Ala [e0]	out_of_scope		#262	2025-09-23	fix: remove dipeptide uptake reactions and extracellular metabolites	0a93e6a	high
cpd01017_e0	Cys-Gly [e0]	out_of_scope		#262	2025-09-23	fix: remove dipeptide uptake reactions and extracellular metabolites	0a93e6a	high
cpd01562_c0	beta-L-Rhamnose	out_of_scope		#268	2025-09-25	fix: remove unnecessary rhamnose anomerization reactions and anomer metabolites	276bddd	high
cpd01627_c0	alpha-L-Rhamnose	out_of_scope		#268	2025-09-25	fix: remove unnecessary rhamnose anomerization reactions and anomer metabolites	276bddd	high
cpd03520_c0	Molybdopterin	erroneous_annotation		#278	2025-10-01	fix: remove broken molybdenum pathway	7544274	high
cpd11574_c0	Molybdate	erroneous_annotation		#278	2025-10-01	fix: remove broken molybdenum pathway	7544274	high
cpd11574_e0	Molybdate [e0]	erroneous_annotation		#278	2025-10-01	fix: remove broken molybdenum pathway	7544274	high
cpd19503_c0	Molybdoenzyme molybdenum cofactor	erroneous_annotation		#278	2025-10-01	fix: remove broken molybdenum pathway	7544274	high
cpd19505_c0	Precursor Z	erroneous_annotation		#278	2025-10-01	fix: remove broken molybdenum pathway	7544274	high
cpd21090_c0	Adenylated molybdopterin	erroneous_annotation		#278	2025-10-01	fix: remove broken molybdenum pathway	7544274	high
cpd21167_c0	MGD	erroneous_annotation		#278	2025-10-01	fix: remove broken molybdenum pathway	7544274	high
cpd21288_c0	Mast cell degranulating peptide	erroneous_annotation		#278	2025-10-01	fix: remove broken molybdenum pathway	7544274	high
cpd28253_c0	Thi-S	erroneous_annotation		#278	2025-10-01	fix: remove broken molybdenum pathway	7544274	high
cpd28260_c0	Thiocarboxylated-MPT-synthases	erroneous_annotation		#278	2025-10-01	fix: remove broken molybdenum pathway	7544274	high
cpd33647_c0	bis(molybdenum cofactor)	erroneous_annotation		#278	2025-10-01	fix: remove broken molybdenum pathway	7544274	high
cpd36025_c0	"(8S)-3&apos;,8-cyclo-7,8-dihydroguanosine 5&apos;-triphosphate"	erroneous_annotation		#278	2025-10-01	fix: remove broken molybdenum pathway	7544274	high
cpd12547_c0	L-2-Lysophosphatidylethanolamine	duplicate	cpd15349_c0	#279	2025-10-02	"fix: remove duplicate metabolite and reactions cpd15349_c0, rxn08808_c0, and rxn08809_c0"	33a5940	high
cpd01029_c0	Base Q	mass_imbalance		#280	2025-10-02	fix: correct most of the mass- or charge-imbalanced reactions	9109722	high
cpd03453_e0	Enterobactin [e0]	mass_imbalance		#280	2025-10-02	fix: correct most of the mass- or charge-imbalanced reactions	9109722	high
cpd03726_e0	Fe-enterochlin [e0]	mass_imbalance		#280	2025-10-02	fix: correct most of the mass- or charge-imbalanced reactions	9109722	high
cpd11312_c0	hemeA	mass_imbalance		#280	2025-10-02	fix: correct most of the mass- or charge-imbalanced reactions	9109722	high
cpd14699_c0	S-(3-Methylbutanoyl)-dihydrolipoamide-E	mass_imbalance		#280	2025-10-02	fix: correct most of the mass- or charge-imbalanced reactions	9109722	high
cpd14703_c0	S-(2-Methylbutanoyl)-dihydrolipoamide-E	mass_imbalance		#280	2025-10-02	fix: correct most of the mass- or charge-imbalanced reactions	9109722	high
cpd27758_c0	Oxidized-flavodoxins	mass_imbalance		#280	2025-10-02	fix: correct most of the mass- or charge-imbalanced reactions	9109722	high
cpd28083_c0	Reduced-flavodoxins	mass_imbalance		#280	2025-10-02	fix: correct most of the mass- or charge-imbalanced reactions	9109722	high
cpd00663_c0	Acrylyl-CoA	unknown		#286	2025-10-10	"fix: add rxn16586_c0 and WP_049586872.1, remove rxn00668_c0, cpd00663_c0, and WP_049586872.1"	ae4b7e9	none
cpd00831_c0	L-Rhamnulose 1-phosphate	unknown		#288	2025-10-16	"fix several issues with GPRs of aldehyde/carboxylate redox reactions and remove rxn01621_c0, cpd00831_c0, & WP_049588490.1"	10d40d1	none
cpd00703_c0	Indoleacetate	unknown		#293	2025-10-21	"fix: remove rxn02222, cpd00703, and cpd01747"	544f861	none
cpd01747_c0	Indole-3-acetamide	unknown		#293	2025-10-21	"fix: remove rxn02222, cpd00703, and cpd01747"	544f861	none
cpd35194_c0	Mo(Dtpp-mGDP)2	dead_end		#301	2025-10-22	fix: remove unnecessary dead-end reaction rxn44539_c0 and associated metabolite cpd35194_c0 and gene WP_049589095.1	39dd130	high
cpd00531_c0	Hg2+	no_genomic_evidence		#303	2025-10-23	fix: GPRs of copper transport reactions and remove unsupported/unnecessary heavy metal transport reactions	4e6ca8a	high
cpd00531_e0	Hg2+ [e0]	no_genomic_evidence		#303	2025-10-23	fix: GPRs of copper transport reactions and remove unsupported/unnecessary heavy metal transport reactions	4e6ca8a	high
cpd00965_c0	Hg	no_genomic_evidence		#303	2025-10-23	fix: GPRs of copper transport reactions and remove unsupported/unnecessary heavy metal transport reactions	4e6ca8a	high
cpd01012_c0	Cd2+	no_genomic_evidence		#303	2025-10-23	fix: GPRs of copper transport reactions and remove unsupported/unnecessary heavy metal transport reactions	4e6ca8a	high
cpd01012_e0	Cd2+ [e0]	no_genomic_evidence		#303	2025-10-23	fix: GPRs of copper transport reactions and remove unsupported/unnecessary heavy metal transport reactions	4e6ca8a	high
cpd04097_c0	Pb	no_genomic_evidence		#303	2025-10-23	fix: GPRs of copper transport reactions and remove unsupported/unnecessary heavy metal transport reactions	4e6ca8a	high
cpd04097_e0	Pb [e0]	no_genomic_evidence		#303	2025-10-23	fix: GPRs of copper transport reactions and remove unsupported/unnecessary heavy metal transport reactions	4e6ca8a	high
cpd15793_c0	Stearoylcardiolipin (B. subtilis)	orphaned		#304	2025-10-23	fix: remove isolated genes and metabolites or add to appropriate reactions	022ecca	high
cpd26672_c0	Carboxyadenylated-MPT-synthases	orphaned		#304	2025-10-23	fix: remove isolated genes and metabolites or add to appropriate reactions	022ecca	high
cpd27484_c0	MPT-Synthases	orphaned		#304	2025-10-23	fix: remove isolated genes and metabolites or add to appropriate reactions	022ecca	high
cpd00666_c0	Tartrate	unknown		#305	2025-10-24	"fix: remove reactions rxn01285_c0, rxn01894_c0, rxn02788_c0 and associated metabolites & genes"	0cdf694	none
cpd02967_c0	"N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D- glucosaminyldiphosphoundecaprenol"	unknown		#315	2025-11-11	"fix: remove rxn10192, cpd02967, cpd15561"	31d4f65	none
cpd03708_c0	"2,4-Dihydroxyhept-2-enedioate"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15516_c0	(O16 antigen)x2 undecaprenyl diphosphate	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15520_c0	O16 antigen undecaprenyl diphosphate	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15728_c0	"1,2-dihexadecanoyl-3-O-glucopyranosyl(1-2)-O-glucopyranosyl-glycerol"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15729_c0	"1,2-ditetradecanoyl-3-O-glucopyranosyl(1-2)-O-glucopyranosyl-glycerol"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15730_c0	"1,2-dioctadecanoyl-3-O-glucopyranosyl(1-2)-O-glucopyranosyl-glycerol"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15731_c0	"1,2-di-15-methylhexadecanoyl-3-O-glucopyranosyl(1-2)-O-glucopyranosyl-glycerol"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15732_c0	"1,2-di-14-methylhexadecanoyl-3-O-glucopyranosyl(1-2)-O-glucopyranosyl-glycerol"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15733_c0	"1,2-di-12-methyltridecanoyl-3-O-glucopyranosyl(1-2)-O-glucopyranosyl-glycerol"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15734_c0	"1,2-di-13-methyltetradecanoyl-3-O-glucopyranosyl(1-2)-O-glucopyranosyl-glycerol"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15735_c0	"1,2-di-12-methyltetradecanoyl-3-O-glucopyranosyl(1-2)-O-glucopyranosyl-glycerol"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15736_c0	"1,2-di-14-methylpentadecanoyl-3-O-glucopyranosyl(1-2)-O-glucopyranosyl-glycerol"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15746_c0	"Palmitoyllipoteichoic acid (n=24), linked, unsubstituted"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15747_c0	"Myristoyllipoteichoic acid (n=24), linked, unsubstituted"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15748_c0	"Stearoyllipoteichoic acid (n=24), linked, unsubstituted"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15749_c0	"Isoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15750_c0	"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15751_c0	"Isotetradecanoyllipoteichoic acid (n=24), linked, unsubstituted"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15752_c0	"Isopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15753_c0	"Anteisopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15754_c0	"Isohexadecanoyllipoteichoic acid (n=24), linked, unsubstituted"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15764_c0	"Palmitoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15765_c0	"Myristoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15766_c0	"Stearoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15769_c0	"Isotetradecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15770_c0	"Isopentadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15771_c0	"Anteisopentadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd15772_c0	"Isohexadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine"	no_genomic_evidence		#315	2025-10-30	fix: remove reactions and metabolites associated with genes with no relevant annotated functions	96e01e9	high
cpd00225_c0	Benzaldehyde [c0]	unknown		#316	2025-10-31	"fix: remove rxn00196, rxn01032, rxn01033, rxn08703, rxn37372, cpd00225, cpd00340, cpd02027"	c455699	none
cpd00340_c0	"2,5-Dioxopentanoate [c0]"	unknown		#316	2025-10-31	"fix: remove rxn00196, rxn01032, rxn01033, rxn08703, rxn37372, cpd00225, cpd00340, cpd02027"	c455699	none
cpd02027_c0	S-Methyl-L-methionine	unknown		#316	2025-10-31	"fix: remove rxn00196, rxn01032, rxn01033, rxn08703, rxn37372, cpd00225, cpd00340, cpd02027"	c455699	none
cpd11580_c0	Gly-Gln	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd11581_c0	gly-asn-L	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd11582_c0	ala-L-Thr-L	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd11583_c0	Ala-Leu	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd11584_c0	Ala-His	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd11585_c0	L-alanylglycine	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd11586_c0	ala-L-glu-L	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd11587_c0	Ala-Gln	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd11588_c0	gly-pro-L	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd11589_c0	gly-asp-L	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd11590_c0	met-L-ala-L	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd11591_c0	Gly-Met	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd11592_c0	gly-glu-L	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd11593_c0	ala-L-asp-L	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd15603_c0	Gly-Cys	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd15604_c0	Gly-Leu	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd15605_c0	Gly-Phe	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd15606_c0	Gly-Tyr	out_of_scope		#319	2025-11-06	fix: remove unnecessary dipeptide reactions & metabolites	60b3b53	high
cpd00402_c0	CDPglycerol	orphaned		#367	2026-02-03	fix: remove isolated mets	9120c2d	high
cpd15661_c0	Prenol-45n teichoic acid	orphaned		#367	2026-02-03	fix: remove isolated mets	9120c2d	high
								
								
								
								
								
								
								
								
								
								
								
								
								
								
