interval_start_h,interval_end_h,f,reaction_id,flux
0,2,10.0,rxn00383_c0,0.0
0,2,10.0,rxn08336_c0,0.0
0,2,10.0,rxn03043_c0,0.0
0,2,10.0,rxn02264_c0,3.840700936069197e-07
0,2,10.0,rxn05198_c0,0.0
0,2,10.0,rxn09202_c0,2.976882070348597e-06
0,2,10.0,rxn01451_c0,0.0
0,2,10.0,rxn03903_c0,0.0
0,2,10.0,rxn00097_c0,0.00011785621987516296
0,2,10.0,rxn05514_c0,-1.920350468034599e-07
0,2,10.0,rxn02212_c0,3.792220037794513e-05
0,2,10.0,rxn00191_c0,0.0
0,2,10.0,rxn00695_c0,0.0
0,2,10.0,rxn05324_c0,3.115812834299651e-05
0,2,10.0,rxn03535_c0,0.0
0,2,10.0,rxn00692_c0,-2.6997500655217888e-05
0,2,10.0,rxn00802_c0,2.857698447734008e-05
0,2,10.0,rxn08440_c0,0.0
0,2,10.0,rxn02160_c0,9.181774795968463e-06
0,2,10.0,rxn08802_c0,0.0
0,2,10.0,rxn02315_c0,0.0
0,2,10.0,rxn01825_c0,0.0
0,2,10.0,rxn10230_c0,0.0
0,2,10.0,rxn02720_c0,0.0
0,2,10.0,rxn00913_c0,0.0
0,2,10.0,rxn01997_c0,0.0
0,2,10.0,rxn08521_c0,0.0
0,2,10.0,rxn00171_c0,0.0
0,2,10.0,rxn03958_c0,-4.235132013552466e-05
0,2,10.0,rxn00345_c0,0.0
0,2,10.0,rxn00178_c0,-1.920350468031723e-07
0,2,10.0,rxn03264_c0,0.0
0,2,10.0,rxn01362_c0,0.0
0,2,10.0,rxn05329_c0,3.1158128342996484e-05
0,2,10.0,rxn03174_c0,6.528512249938329e-23
0,2,10.0,rxn00549_c0,7.403964461438769e-06
0,2,10.0,rxn03951_c0,0.0
0,2,10.0,rxn05200_c0,-8.450601945777752e-23
0,2,10.0,rxn00506_c0,0.0
0,2,10.0,rxn10060_c0,0.0
0,2,10.0,rxn02933_c0,0.0
0,2,10.0,rxn00727_c0,0.0
0,2,10.0,rxn09105_c0,0.0
0,2,10.0,rxn01445_c0,0.0
0,2,10.0,rxn05248_c0,0.0
0,2,10.0,rxn00612_c0,0.0
0,2,10.0,rxn08766_c0,3.1158128342996484e-05
0,2,10.0,rxn08841_c0,0.0
0,2,10.0,rxn05461_c0,1.190752828139439e-05
0,2,10.0,rxn12405_c0,0.0
0,2,10.0,rxn02159_c0,9.181774795968463e-06
0,2,10.0,rxn01111_c0,0.0
0,2,10.0,rxn10222_c0,0.0
0,2,10.0,rxn10263_c0,0.0
0,2,10.0,rxn02791_c0,0.0
0,2,10.0,rxn05466_c0,-0.0006349301759361015
0,2,10.0,rxn08814_c0,0.0
0,2,10.0,rxn00917_c0,1.6120170613436697e-05
0,2,10.0,rxn08078_c0,0.0
0,2,10.0,rxn08845_c0,0.0
0,2,10.0,rxn00300_c0,0.0
0,2,10.0,rxn01925_c0,0.0
0,2,10.0,rxn08792_c0,0.0
0,2,10.0,rxn00999_c0,0.0
0,2,10.0,rxn05174_c0,0.0
0,2,10.0,rxn08799_c0,0.0
0,2,10.0,rxn05957_c0,0.0
0,2,10.0,rxn05335_c0,1.1907528281394388e-05
0,2,10.0,rxn03419_c0,0.0
0,2,10.0,rxn08551_c0,1.190752828139439e-05
0,2,10.0,rxn10256_c0,0.0
0,2,10.0,rxn00679_c0,0.0
0,2,10.0,rxn01516_c0,0.0
0,2,10.0,rxn00758_c0,0.0
0,2,10.0,rxn00272_c0,-0.0003567443055145543
0,2,10.0,rxn09111_c0,0.0
0,2,10.0,rxn06078_c0,0.0
0,2,10.0,rxn05595_c0,1.920350468034599e-07
0,2,10.0,rxn05348_c0,3.1158128342996504e-05
0,2,10.0,rxn03245_c0,0.0
0,2,10.0,rxn11946_c0,1.920350468034599e-07
0,2,10.0,rxn01504_c0,0.0
0,2,10.0,rxn00907_c0,1.02865565333978e-05
0,2,10.0,rxn05458_c0,0.0
0,2,10.0,rxn08300_c0,0.0
0,2,10.0,rxn02404_c0,7.70024002464085e-06
0,2,10.0,rxn08297_c0,0.0
0,2,10.0,rxn02911_c0,0.0
0,2,10.0,rxn01280_c0,0.0
0,2,10.0,rxn05581_c0,0.0
0,2,10.0,rxn09114_c0,0.0
0,2,10.0,rxn09188_c0,-2.1355363851297468e-05
0,2,10.0,rxn08822_c0,-5.953764140697195e-06
0,2,10.0,rxn05030_c0,3.850120012320424e-06
0,2,10.0,rxn10208_c0,0.0
0,2,10.0,rxn05345_c0,2.7308008330676088e-05
0,2,10.0,rxn01522_c0,0.0
0,2,10.0,rxn00336_c0,0.00031248579304877746
0,2,10.0,rxn03891_c0,0.0
0,2,10.0,rxn01465_c0,0.0
0,2,10.0,rxn03052_c0,0.0
0,2,10.0,rxn10204_c0,0.0
0,2,10.0,rxn01833_c0,0.0
0,2,10.0,rxn05145_c0,0.0
0,2,10.0,rxn01872_c0,-0.000692122994509542
0,2,10.0,rxn01301_c0,-1.4996357330190814e-05
0,2,10.0,rxn01643_c0,4.825309824337513e-05
0,2,10.0,rxn02449_c0,0.0
0,2,10.0,rxn00248_c0,0.0015790579178447748
0,2,10.0,rxn08844_c0,0.0
0,2,10.0,rxn00707_c0,0.0
0,2,10.0,rxn00369_c0,0.0
0,2,10.0,rxn00708_c0,0.0
0,2,10.0,rxn00289_c0,0.0
0,2,10.0,rxn35552_c0,0.0
0,2,10.0,rxn01269_c0,0.0
0,2,10.0,rxn00392_c0,-1.920350468034599e-07
0,2,10.0,rxn00747_c0,-9.028942457257534e-05
0,2,10.0,rxn01334_c0,0.0
0,2,10.0,rxn03406_c0,0.0
0,2,10.0,rxn00029_c0,1.5362803744276786e-06
0,2,10.0,rxn06673_c0,0.00020691370660844743
0,2,10.0,rxn09128_c0,-5.953764140697194e-06
0,2,10.0,rxn06777_c0,0.0
0,2,10.0,rxn03869_c0,0.0
0,2,10.0,rxn05256_c0,0.0
0,2,10.0,rxn02175_c0,0.0
0,2,10.0,rxn05317_c0,-2.829833014257429e-22
0,2,10.0,rxn08136_c0,0.0
0,2,10.0,rxn02835_c0,9.181774795968463e-06
0,2,10.0,rxn03884_c0,0.0
0,2,10.0,rxn02774_c0,1.9203504680345992e-07
0,2,10.0,rxn01675_c0,0.0
0,2,10.0,rxn08839_c0,0.0
0,2,10.0,rxn01575_c0,-2.800957142815106e-05
0,2,10.0,rxn05398_c0,0.0
0,2,10.0,rxn01315_c0,0.0
0,2,10.0,rxn01868_c0,0.0
0,2,10.0,rxn03240_c0,0.0
0,2,10.0,rxn09562_c0,1.6120170613436697e-05
0,2,10.0,rxn01501_c0,0.0
0,2,10.0,rxn00555_c0,7.70024002464085e-06
0,2,10.0,rxn03435_c0,-2.8009571428151056e-05
0,2,10.0,rxn03080_c0,0.0
0,2,10.0,rxn10237_c0,0.0
0,2,10.0,rxn00143_c0,0.0
0,2,10.0,rxn00147_c0,0.0
0,2,10.0,rxn05365_c0,0.0
0,2,10.0,rxn00849_c0,0.0
0,2,10.0,rxn00737_c0,2.8009571428151053e-05
0,2,10.0,rxn08843_c0,0.0
0,2,10.0,rxn01256_c0,3.1878296763531055e-05
0,2,10.0,rxn00213_c0,0.0
0,2,10.0,rxn05199_c0,0.0
0,2,10.0,rxn10162_c0,0.0
0,2,10.0,rxn01629_c0,-3.072560748855357e-06
0,2,10.0,rxn00777_c0,7.996515587842947e-06
0,2,10.0,rxn01740_c0,-3.792220037794514e-05
0,2,10.0,rxn05573_c0,0.0
0,2,10.0,rxn05327_c0,3.115812834299651e-05
0,2,10.0,rxn05205_c0,0.0
0,2,10.0,rxn02314_c0,0.0
0,2,10.0,rxn08801_c0,1.190752828139439e-05
0,2,10.0,rxn02275_c0,0.0
0,2,10.0,rxn00251_c0,0.001266572124795997
0,2,10.0,rxn01545_c0,0.0
0,2,10.0,rxn00139_c0,0.0
0,2,10.0,rxn00790_c0,5.523908687146725e-07
0,2,10.0,rxn03910_c0,4.2351320135524665e-05
0,2,10.0,rxn07976_c0,0.0
0,2,10.0,rxn00237_c0,1.5365759055824773e-05
0,2,10.0,rxn00463_c0,0.0
0,2,10.0,rxn00422_c0,0.0
0,2,10.0,rxn00106_c0,0.0
0,2,10.0,rxn08311_c0,5.953764140697195e-06
0,2,10.0,rxn03175_c0,9.181774795968463e-06
0,2,10.0,rxn10264_c0,0.0
0,2,10.0,rxn03421_c0,0.0
0,2,10.0,rxn10227_c0,0.0
0,2,10.0,rxn05336_c0,-1.1907528281394388e-05
0,2,10.0,rxn09210_c0,2.9768820703485975e-06
0,2,10.0,rxn01484_c0,-7.700240024640851e-06
0,2,10.0,rxn00162_c0,0.0
0,2,10.0,rxn06022_c0,0.0
0,2,10.0,rxn01124_c0,0.0
0,2,10.0,rxn00285_c0,-0.0006440619313129702
0,2,10.0,rxn00182_c0,0.0
0,2,10.0,rxn00814_c0,0.0
0,2,10.0,rxn01416_c0,0.0
0,2,10.0,rxn01642_c0,0.0
0,2,10.0,rxn00132_c0,0.0
0,2,10.0,rxn01045_c0,-4.0802156537140855e-05
0,2,10.0,rxn08044_c0,0.0
0,2,10.0,rxn08893_c0,0.0
0,2,10.0,rxn06864_c0,0.0
0,2,10.0,rxn00712_c0,0.0
0,2,10.0,rxn08615_c0,0.0
0,2,10.0,rxn08815_c0,0.0
0,2,10.0,rxn00126_c0,1.1522102808208003e-06
0,2,10.0,rxn01518_c0,0.0
0,2,10.0,rxn07980_c0,0.0
0,2,10.0,rxn01015_c0,0.0
0,2,10.0,rxn08798_c0,0.0
0,2,10.0,rxn05034_c0,0.0
0,2,10.0,rxn08119_c0,0.0
0,2,10.0,rxn08306_c0,0.0
0,2,10.0,rxn08821_c0,0.0
0,2,10.0,rxn00206_c0,0.0
0,2,10.0,rxn05381_c0,0.0
0,2,10.0,rxn01871_c0,0.001270596908250086
0,2,10.0,rxn05340_c0,-3.115812834299651e-05
0,2,10.0,rxn02143_c0,0.0
0,2,10.0,rxn00405_c0,0.0
0,2,10.0,rxn04704_c0,0.0
0,2,10.0,rxn00299_c0,5.761051404103752e-07
0,2,10.0,rxn08546_c0,0.0
0,2,10.0,rxn05735_c0,0.0
0,2,10.0,rxn00904_c0,0.0
0,2,10.0,rxn02484_c0,0.0
0,2,10.0,rxn05671_c0,0.0
0,2,10.0,rxn01133_c0,0.0
0,2,10.0,rxn03159_c0,3.850120012320425e-06
0,2,10.0,rxn01000_c0,1.789930255169139e-05
0,2,10.0,rxn00647_c0,0.0004178125652542771
0,2,10.0,rxn08120_c0,0.0
0,2,10.0,rxn00363_c0,0.0
0,2,10.0,rxn08128_c0,0.0
0,2,10.0,rxn01281_c0,0.0
0,2,10.0,rxn01706_c0,0.0
0,2,10.0,rxn01300_c0,0.0
0,2,10.0,rxn00601_c0,0.0
0,2,10.0,rxn00321_c0,0.0
0,2,10.0,rxn00786_c0,-7.403964461438769e-06
0,2,10.0,rxn00366_c0,0.0
0,2,10.0,rxn03908_c0,4.2351320135524665e-05
0,2,10.0,rxn09197_c0,0.0
0,2,10.0,rxn01100_c0,-2.6708888425235413e-05
0,2,10.0,rxn00838_c0,0.0
0,2,10.0,rxn00102_c0,-0.0002072740624303587
0,2,10.0,rxn00831_c0,0.0
0,2,10.0,rxn00748_c0,0.0
0,2,10.0,rxn01352_c0,0.0
0,2,10.0,rxn00883_c0,0.0
0,2,10.0,rxn01457_c0,0.0
0,2,10.0,rxn01255_c0,3.792220037794513e-05
0,2,10.0,rxn05406_c0,0.0
0,2,10.0,rxn05296_c0,6.531025176603163e-05
0,2,10.0,rxn05251_c0,0.0
0,2,10.0,rxn00214_c0,0.0
0,2,10.0,rxn01211_c0,0.0
0,2,10.0,rxn01981_c0,0.0
0,2,10.0,rxn00527_c0,-1.3978994211839667e-05
0,2,10.0,rxn00095_c0,0.0
0,2,10.0,rxn05322_c0,3.1158128342996484e-05
0,2,10.0,rxn00792_c0,0.0
0,2,10.0,rxn08804_c0,0.0
0,2,10.0,rxn01316_c0,0.0
0,2,10.0,rxn00966_c0,0.0
0,2,10.0,rxn08442_c0,0.0
0,2,10.0,rxn01917_c0,4.455910149048083e-05
0,2,10.0,rxn10236_c0,0.0
0,2,10.0,rxn03253_c0,0.0
0,2,10.0,rxn01509_c0,0.0
0,2,10.0,rxn02011_c0,0.0
0,2,10.0,rxn00173_c0,-4.455910149048084e-05
0,2,10.0,rxn01145_c0,0.0
0,2,10.0,rxn07978_c0,0.0
0,2,10.0,rxn09176_c0,-0.00025716945004080455
0,2,10.0,rxn09205_c0,0.0
0,2,10.0,rxn03269_c0,0.0
0,2,10.0,rxn09201_c0,0.0
0,2,10.0,rxn01669_c0,-3.840700936065349e-07
0,2,10.0,rxn05202_c0,0.0
0,2,10.0,rxn00508_c0,0.0
0,2,10.0,rxn01896_c0,0.0
0,2,10.0,rxn08352_c0,3.850120012320424e-06
0,2,10.0,rxn09106_c0,2.9768820703485975e-06
0,2,10.0,rxn00187_c0,8.284575791172134e-05
0,2,10.0,rxn00728_c0,0.0
0,2,10.0,rxn08850_c0,0.0
0,2,10.0,rxn00500_c0,0.0
0,2,10.0,rxn05734_c0,0.0
0,2,10.0,rxn00772_c0,4.37479805481284e-05
0,2,10.0,rxn09103_c0,0.0
0,2,10.0,rxn08812_c0,0.0
0,2,10.0,rxn05682_c0,0.0
0,2,10.0,rxn00006_c0,0.0
0,2,10.0,rxn02503_c0,5.761051404103752e-07
0,2,10.0,rxn05338_c0,-3.1158128342996504e-05
0,2,10.0,rxn03135_c0,9.181774795968463e-06
0,2,10.0,rxn10265_c0,0.0
0,2,10.0,rxn08310_c0,0.0
0,2,10.0,rxn00915_c0,0.0
0,2,10.0,rxn02853_c0,0.0
0,2,10.0,rxn01515_c0,0.0
0,2,10.0,rxn10224_c0,0.0
0,2,10.0,rxn05337_c0,-3.115812834299649e-05
0,2,10.0,rxn01477_c0,0.0
0,2,10.0,rxn01653_c0,0.0
0,2,10.0,rxn00474_c0,5.4677984740037004e-06
0,2,10.0,rxn03147_c0,3.6035582191121265e-07
0,2,10.0,rxn08073_c0,0.0
0,2,10.0,rxn03843_c0,3.850120012320425e-06
0,2,10.0,rxn01123_c0,0.0
0,2,10.0,rxn08557_c0,0.0
0,2,10.0,rxn02317_c0,0.0
0,2,10.0,rxn01116_c0,2.962755632020814e-07
0,2,10.0,rxn02811_c0,-4.3484472769670986e-05
0,2,10.0,rxn03062_c0,4.3484472769670986e-05
0,2,10.0,rxn00236_c0,0.0
0,2,10.0,rxn10258_c0,0.0
0,2,10.0,rxn08847_c0,0.0
0,2,10.0,rxn00868_c0,0.0
0,2,10.0,rxn00670_c0,0.0
0,2,10.0,rxn00863_c0,9.181774795968463e-06
0,2,10.0,rxn09113_c0,2.976882070348598e-06
0,2,10.0,rxn00711_c0,0.0
0,2,10.0,rxn08299_c0,0.0
0,2,10.0,rxn02402_c0,3.840700936059803e-07
0,2,10.0,rxn05465_c0,0.00020691370660844743
0,2,10.0,rxn08820_c0,0.0
0,2,10.0,rxn05148_c0,0.0
0,2,10.0,rxn05494_c0,0.0
0,2,10.0,rxn03976_c0,0.0
0,2,10.0,rxn05347_c0,0.0
0,2,10.0,rxn00145_c0,0.0
0,2,10.0,rxn08126_c0,0.0
0,2,10.0,rxn03407_c0,0.0
0,2,10.0,rxn08547_c0,0.0
0,2,10.0,rxn01303_c0,0.0
0,2,10.0,rxn00113_c0,2.8576984477340078e-05
0,2,10.0,rxn00137_c0,0.0
0,2,10.0,rxn00745_c0,0.0
0,2,10.0,rxn06023_c0,0.0
0,2,10.0,rxn05566_c0,0.0
0,2,10.0,rxn00611_c0,7.672209527632261e-05
0,2,10.0,rxn35550_c0,0.0
0,2,10.0,rxn01678_c0,-2.459643507464204e-05
0,2,10.0,rxn02286_c0,0.0
0,2,10.0,rxn00872_c0,0.0
0,2,10.0,rxn00832_c0,-9.542130617879681e-06
0,2,10.0,rxn00360_c0,0.0
0,2,10.0,rxn01106_c0,1.4524886246252343e-05
0,2,10.0,rxn00977_c0,0.0
0,2,10.0,rxn00931_c0,0.0
0,2,10.0,rxn00066_c0,5.761051404094807e-07
0,2,10.0,rxn01188_c0,0.0
0,2,10.0,rxn08756_c0,3.8501200123204246e-05
0,2,10.0,rxn09450_c0,0.0
0,2,10.0,rxn04938_c0,0.0
0,2,10.0,rxn05527_c0,0.0
0,2,10.0,rxn05115_c0,3.6035582191121265e-07
0,2,10.0,rxn00412_c0,0.0
0,2,10.0,rxn01573_c0,0.0
0,2,10.0,rxn00650_c0,0.00044182165139593774
0,2,10.0,rxn03167_c0,5.761051404103752e-07
0,2,10.0,rxn00640_c0,0.0
0,2,10.0,rxn01313_c0,3.0080367563964685e-21
0,2,10.0,rxn00515_c0,0.0
0,2,10.0,rxn08846_c0,0.0
0,2,10.0,rxn03005_c0,-1.0286556533397813e-05
0,2,10.0,rxn03437_c0,2.8009571428151056e-05
0,2,10.0,rxn01353_c0,7.544115576119274e-07
0,2,10.0,rxn10235_c0,0.0
0,2,10.0,rxn00882_c0,0.0
0,2,10.0,rxn03244_c0,0.0
0,2,10.0,rxn04139_c0,1.920350468034599e-07
0,2,10.0,rxn00616_c0,2.1355363851297468e-05
0,2,10.0,rxn01639_c0,0.0
0,2,10.0,rxn06723_c0,7.700240024640851e-06
0,2,10.0,rxn00313_c0,3.306470586638087e-05
0,2,10.0,rxn02949_c0,0.0
0,2,10.0,rxn00735_c0,0.0
0,2,10.0,rxn00775_c0,0.0
0,2,10.0,rxn02680_c0,0.0
0,2,10.0,rxn00804_c0,0.0
0,2,10.0,rxn00547_c0,0.0
0,2,10.0,rxn04750_c0,0.0
0,2,10.0,rxn08020_c0,0.0
0,2,10.0,rxn05325_c0,3.11581283429965e-05
0,2,10.0,rxn11040_c0,0.0
0,2,10.0,rxn03842_c0,3.1960784969430115e-20
0,2,10.0,rxn08441_c0,0.0
0,2,10.0,rxn08803_c0,0.0
0,2,10.0,rxn01053_c0,0.0
0,2,10.0,rxn07879_c0,0.0
0,2,10.0,rxn02312_c0,0.0
0,2,10.0,rxn03422_c0,0.0
0,2,10.0,rxn02895_c0,5.523908687146725e-07
0,2,10.0,rxn02934_c0,0.0
0,2,10.0,rxn08089_c0,0.0
0,2,10.0,rxn00189_c0,0.0
0,2,10.0,rxn10269_c0,0.0
0,2,10.0,rxn02508_c0,5.4677984740037e-06
0,2,10.0,rxn00543_c0,0.0
0,2,10.0,rxn05402_c0,0.0
0,2,10.0,rxn00420_c0,4.123377467148775e-05
0,2,10.0,rxn09657_c0,0.0
0,2,10.0,rxn10253_c0,0.0
0,2,10.0,rxn10207_c0,0.0
0,2,10.0,rxn10221_c0,0.0
0,2,10.0,rxn02792_c0,0.0
0,2,10.0,rxn14334_c0,3.850120012320425e-06
0,2,10.0,rxn00993_c0,0.0
0,2,10.0,rxn10266_c0,0.0
0,2,10.0,rxn02804_c0,0.0
0,2,10.0,rxn05005_c0,1.9203504680345995e-07
0,2,10.0,rxn10203_c0,0.0
0,2,10.0,rxn02939_c0,1.9203504680345992e-07
0,2,10.0,rxn00048_c0,0.0
0,2,10.0,rxn00853_c0,0.0
0,2,10.0,rxn05231_c0,7.544115576119274e-07
0,2,10.0,rxn09200_c0,0.0
0,2,10.0,rxn00283_c0,0.0
0,2,10.0,rxn05373_c0,0.0
0,2,10.0,rxn00726_c0,5.467798474003698e-06
0,2,10.0,rxn00184_c0,0.0005829847838990499
0,2,10.0,rxn00379_c0,0.0
0,2,10.0,rxn08851_c0,0.0
0,2,10.0,rxn05330_c0,3.115812834299649e-05
0,2,10.0,rxn02155_c0,0.0
0,2,10.0,rxn02187_c0,0.0
0,2,10.0,rxn02866_c0,0.0
0,2,10.0,rxn09102_c0,0.0
0,2,10.0,rxn08552_c0,0.0
0,2,10.0,rxn02475_c0,0.0
0,2,10.0,rxn05339_c0,-3.115812834299649e-05
0,2,10.0,rxn05460_c0,1.190752828139439e-05
0,2,10.0,rxn05484_c0,0.0
0,2,10.0,rxn03108_c0,1.920350468034599e-07
0,2,10.0,rxn00675_c0,0.0
0,2,10.0,rxn01018_c0,0.0
0,2,10.0,rxn00714_c0,0.0
0,2,10.0,rxn08813_c0,0.0
0,2,10.0,rxn05683_c0,0.0
0,2,10.0,rxn05602_c0,0.0
0,2,10.0,rxn03990_c0,0.0
0,2,10.0,rxn08793_c0,0.0
0,2,10.0,rxn00947_c0,0.0
0,2,10.0,rxn03247_c0,0.0
0,2,10.0,rxn10210_c0,0.0
0,2,10.0,rxn00278_c0,0.0003073650732640222
0,2,10.0,rxn01476_c0,0.0
0,2,10.0,rxn00205_c0,0.0
0,2,10.0,rxn03146_c0,7.700240024640851e-06
0,2,10.0,rxn03893_c0,0.0
0,2,10.0,rxn02789_c0,4.3484472769670986e-05
0,2,10.0,rxn01370_c0,0.0
0,2,10.0,rxn00988_c0,1.920350468031723e-07
0,2,10.0,rxn00410_c0,9.940532001968691e-06
0,2,10.0,rxn01333_c0,1.9205255493975328e-05
0,2,10.0,rxn10257_c0,0.0
0,2,10.0,rxn02867_c0,0.0
