substrate,met_id,o2_bound,o2_percent,o2_flux,growth_rate,biomass_c,co2_flux,organic_c_flux,c_ex_fluxes,cue,bge,gge
Arginine,cpd00051,4.7116738385635415,20.0,-4.712,0.257,11.037,35.483,11.417,"{'EX_cpd00029_e0': 11.407, 'EX_cpd15380_e0': 0.006, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.388,0.237,0.191
Arginine,cpd00051,7.067510757845311,30.0,-7.068,0.32,13.727,36.093,10.181,"{'EX_cpd00029_e0': 10.169, 'EX_cpd15380_e0': 0.007, 'EX_cpd01042_e0': 0.005, 'EX_cpd00204_e0': 0.001}",0.398,0.276,0.229
Arginine,cpd00051,9.423347677127083,40.0,-9.423,0.374,16.077,35.425,8.5,"{'EX_cpd00029_e0': 8.486, 'EX_cpd15380_e0': 0.008, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.41,0.312,0.268
Arginine,cpd00051,11.779184596408854,50.0,-11.779,0.429,18.426,34.756,6.82,"{'EX_cpd00029_e0': 6.803, 'EX_cpd15380_e0': 0.009, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.421,0.346,0.307
Arginine,cpd00051,14.135021515690623,60.0,-14.135,0.484,20.776,34.088,5.139,"{'EX_cpd00029_e0': 5.12, 'EX_cpd15380_e0': 0.01, 'EX_cpd01042_e0': 0.007, 'EX_cpd00204_e0': 0.001}",0.432,0.379,0.346
Arginine,cpd00051,16.490858434972395,70.0,-16.491,0.538,23.126,33.419,3.458,"{'EX_cpd00029_e0': 3.438, 'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.443,0.409,0.385
Arginine,cpd00051,18.846695354254166,80.0,-18.847,0.593,25.475,32.75,1.778,"{'EX_cpd00029_e0': 1.755, 'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.454,0.438,0.425
Arginine,cpd00051,21.202532273535937,90.0,-21.203,0.648,27.825,32.082,0.097,"{'EX_cpd00029_e0': 0.072, 'EX_cpd15380_e0': 0.014, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.465,0.464,0.464
Arginine,cpd00051,23.558369192817707,100.0,-23.558,0.676,29.032,30.931,0.041,"{'EX_cpd00047_e0': 0.015, 'EX_cpd15380_e0': 0.015, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.484,0.484,0.484
Arginine,cpd00051,50.0,212.23879968416327,-23.558,0.676,29.032,30.931,0.041,"{'EX_cpd00047_e0': 0.015, 'EX_cpd15380_e0': 0.015, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.484,0.484,0.484
Arginine,cpd00051,40.0,169.79103974733061,-23.558,0.676,29.032,30.931,0.041,"{'EX_cpd00047_e0': 0.015, 'EX_cpd15380_e0': 0.015, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.484,0.484,0.484
Arginine,cpd00051,30.0,127.34327981049796,-23.558,0.676,29.032,30.931,0.041,"{'EX_cpd00047_e0': 0.015, 'EX_cpd15380_e0': 0.015, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.484,0.484,0.484
Arginine,cpd00051,20.0,84.89551987366531,-20.0,0.62,26.625,32.423,0.955,"{'EX_cpd00029_e0': 0.931, 'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.46,0.451,0.444
Arginine,cpd00051,10.0,42.447759936832654,-10.0,0.388,16.652,35.261,8.089,"{'EX_cpd00029_e0': 8.074, 'EX_cpd15380_e0': 0.008, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.412,0.321,0.278
Arginine,cpd00051,1.0,4.244775993683265,-1.0,0.01,0.408,7.918,3.725,"{'EX_cpd00029_e0': 3.725, 'EX_cpd15380_e0': 0.0, 'EX_cpd01042_e0': 0.0, 'EX_cpd00204_e0': 0.0}",0.343,0.049,0.034
Lysine,cpd00039,3.535433668047477,10.0,-3.535,0.146,6.286,21.569,32.145,"{'EX_cpd00029_e0': 32.14, 'EX_cpd15380_e0': 0.003, 'EX_cpd01042_e0': 0.002, 'EX_cpd00204_e0': 0.0}",0.641,0.226,0.105
Lysine,cpd00039,7.070867336094954,20.0,-7.071,0.227,9.754,22.435,27.812,"{'EX_cpd00029_e0': 27.803, 'EX_cpd15380_e0': 0.005, 'EX_cpd01042_e0': 0.003, 'EX_cpd00204_e0': 0.0}",0.626,0.303,0.163
Lysine,cpd00039,10.606301004142432,30.0,-10.606,0.308,13.222,23.3,23.479,"{'EX_cpd00029_e0': 23.467, 'EX_cpd15380_e0': 0.007, 'EX_cpd01042_e0': 0.005, 'EX_cpd00204_e0': 0.001}",0.612,0.362,0.22
Lysine,cpd00039,14.141734672189909,40.0,-14.142,0.389,16.69,24.166,19.146,"{'EX_cpd00029_e0': 19.131, 'EX_cpd15380_e0': 0.008, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.597,0.409,0.278
Lysine,cpd00039,17.677168340237387,50.0,-17.677,0.469,20.158,25.032,14.812,"{'EX_cpd00029_e0': 14.794, 'EX_cpd15380_e0': 0.01, 'EX_cpd01042_e0': 0.007, 'EX_cpd00204_e0': 0.001}",0.583,0.446,0.336
Lysine,cpd00039,21.212602008284865,60.0,-21.213,0.55,23.626,25.897,10.479,"{'EX_cpd00029_e0': 10.458, 'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.568,0.477,0.394
Lysine,cpd00039,24.748035676332343,70.0,-24.748,0.631,27.095,26.763,6.146,"{'EX_cpd00029_e0': 6.121, 'EX_cpd15380_e0': 0.014, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.554,0.503,0.452
Lysine,cpd00039,28.283469344379817,80.0,-28.283,0.712,30.563,27.629,1.812,"{'EX_cpd00029_e0': 1.785, 'EX_cpd15380_e0': 0.015, 'EX_cpd01042_e0': 0.011, 'EX_cpd00204_e0': 0.002}",0.54,0.525,0.509
Lysine,cpd00039,31.818903012427295,90.0,-31.819,0.745,31.99,27.969,0.045,"{'EX_cpd00047_e0': 0.016, 'EX_cpd15380_e0': 0.016, 'EX_cpd01042_e0': 0.011, 'EX_cpd00204_e0': 0.002}",0.534,0.534,0.533
Lysine,cpd00039,35.35433668047477,100.0,-35.354,0.745,31.99,27.969,0.045,"{'EX_cpd00047_e0': 0.016, 'EX_cpd15380_e0': 0.016, 'EX_cpd01042_e0': 0.011, 'EX_cpd00204_e0': 0.002}",0.534,0.534,0.533
Lysine,cpd00039,50.0,141.42536586639915,-35.354,0.745,31.99,27.969,0.045,"{'EX_cpd00047_e0': 0.016, 'EX_cpd15380_e0': 0.016, 'EX_cpd01042_e0': 0.011, 'EX_cpd00204_e0': 0.002}",0.534,0.534,0.533
Lysine,cpd00039,40.0,113.14029269311932,-35.354,0.745,31.99,27.969,0.045,"{'EX_cpd00047_e0': 0.016, 'EX_cpd15380_e0': 0.016, 'EX_cpd01042_e0': 0.011, 'EX_cpd00204_e0': 0.002}",0.534,0.534,0.533
Lysine,cpd00039,30.0,84.85521951983948,-30.0,0.745,31.99,27.969,0.045,"{'EX_cpd00047_e0': 0.016, 'EX_cpd15380_e0': 0.016, 'EX_cpd01042_e0': 0.011, 'EX_cpd00204_e0': 0.002}",0.534,0.534,0.533
Lysine,cpd00039,20.0,56.57014634655966,-20.0,0.522,22.437,25.6,11.965,"{'EX_cpd00029_e0': 11.945, 'EX_cpd15380_e0': 0.011, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.573,0.467,0.374
Lysine,cpd00039,10.0,28.28507317327983,-10.0,0.294,12.628,23.152,24.222,"{'EX_cpd00029_e0': 24.211, 'EX_cpd15380_e0': 0.006, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.614,0.353,0.21
Lysine,cpd00039,1.0,2.8285073173279827,-1.0,0.088,3.799,20.948,35.253,"{'EX_cpd00029_e0': 35.25, 'EX_cpd15380_e0': 0.002, 'EX_cpd01042_e0': 0.001, 'EX_cpd00204_e0': 0.0}",0.651,0.154,0.063
Phenol,cpd00127,4.183104432157713,10.0,-4.183,0.018,0.792,3.528,0.001,"{'EX_cpd15380_e0': 0.0, 'EX_cpd01042_e0': 0.0, 'EX_cpd00204_e0': 0.0}",0.183,0.183,0.183
Phenol,cpd00127,8.366208864315427,20.0,-8.366,0.084,3.595,6.91,0.003,"{'EX_cpd15380_e0': 0.002, 'EX_cpd01042_e0': 0.001, 'EX_cpd00204_e0': 0.0}",0.342,0.342,0.342
Phenol,cpd00127,12.549313296473139,30.0,-12.549,0.149,6.397,10.292,0.006,"{'EX_cpd15380_e0': 0.003, 'EX_cpd01042_e0': 0.002, 'EX_cpd00204_e0': 0.0}",0.384,0.383,0.383
Phenol,cpd00127,16.732417728630853,40.0,-16.732,0.214,9.2,13.673,0.008,"{'EX_cpd15380_e0': 0.005, 'EX_cpd01042_e0': 0.003, 'EX_cpd00204_e0': 0.0}",0.402,0.402,0.402
Phenol,cpd00127,20.915522160788566,50.0,-20.916,0.279,12.002,17.055,0.011,"{'EX_cpd15380_e0': 0.006, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.413,0.413,0.413
Phenol,cpd00127,25.098626592946278,60.0,-25.099,0.345,14.805,20.437,0.013,"{'EX_cpd15380_e0': 0.007, 'EX_cpd01042_e0': 0.005, 'EX_cpd00204_e0': 0.001}",0.42,0.42,0.42
Phenol,cpd00127,29.28173102510399,70.0,-29.282,0.41,17.608,23.819,0.016,"{'EX_cpd15380_e0': 0.009, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.425,0.425,0.425
Phenol,cpd00127,33.46483545726171,80.0,-33.465,0.475,20.41,27.2,0.018,"{'EX_cpd15380_e0': 0.01, 'EX_cpd01042_e0': 0.007, 'EX_cpd00204_e0': 0.001}",0.429,0.429,0.429
Phenol,cpd00127,37.64793988941942,90.0,-37.648,0.54,23.213,30.582,0.021,"{'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.432,0.432,0.431
Phenol,cpd00127,41.83104432157713,100.0,-41.831,0.606,26.016,33.964,0.023,"{'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.434,0.434,0.434
Phenol,cpd00127,50.0,119.52845263824597,-41.831,0.606,26.016,33.964,0.023,"{'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.434,0.434,0.434
Phenol,cpd00127,40.0,95.62276211059677,-40.0,0.577,24.789,32.484,0.022,"{'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.433,0.433,0.433
Phenol,cpd00127,30.0,71.71707158294758,-30.0,0.421,18.089,24.399,0.016,"{'EX_cpd15380_e0': 0.009, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.426,0.426,0.426
Phenol,cpd00127,20.0,47.811381055298384,-20.0,0.265,11.389,16.315,0.01,"{'EX_cpd15380_e0': 0.006, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.411,0.411,0.411
Phenol,cpd00127,10.0,23.905690527649192,-10.0,0.109,4.689,8.231,0.004,"{'EX_cpd15380_e0': 0.002, 'EX_cpd01042_e0': 0.002, 'EX_cpd00204_e0': 0.0}",0.363,0.363,0.363
Galactose,cpd00108,2.297844063566863,10.0,-2.298,0.329,14.133,16.749,29.119,"{'EX_cpd00029_e0': 29.107, 'EX_cpd15380_e0': 0.007, 'EX_cpd01042_e0': 0.005, 'EX_cpd00204_e0': 0.001}",0.721,0.458,0.236
Galactose,cpd00108,4.595688127133726,20.0,-4.596,0.382,16.406,16.227,27.369,"{'EX_cpd00029_e0': 27.355, 'EX_cpd15380_e0': 0.008, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.73,0.503,0.273
Galactose,cpd00108,6.893532190700589,30.0,-6.894,0.435,18.679,15.704,25.62,"{'EX_cpd00029_e0': 25.603, 'EX_cpd15380_e0': 0.009, 'EX_cpd01042_e0': 0.007, 'EX_cpd00204_e0': 0.001}",0.738,0.543,0.311
Galactose,cpd00108,9.191376254267452,40.0,-9.191,0.488,20.952,15.181,23.87,"{'EX_cpd00029_e0': 23.851, 'EX_cpd15380_e0': 0.01, 'EX_cpd01042_e0': 0.007, 'EX_cpd00204_e0': 0.001}",0.747,0.58,0.349
Galactose,cpd00108,11.489220317834315,50.0,-11.489,0.541,23.224,14.658,22.12,"{'EX_cpd00029_e0': 22.099, 'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.756,0.613,0.387
Galactose,cpd00108,13.787064381401178,60.0,-13.787,0.593,25.447,15.873,18.683,"{'EX_cpd00029_e0': 18.66, 'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.735,0.616,0.424
Galactose,cpd00108,16.08490844496804,70.0,-16.085,0.643,27.633,18.35,14.02,"{'EX_cpd00029_e0': 13.995, 'EX_cpd15380_e0': 0.014, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.694,0.601,0.461
Galactose,cpd00108,18.382752508534903,80.0,-18.383,0.694,29.819,20.827,9.357,"{'EX_cpd00029_e0': 9.33, 'EX_cpd15380_e0': 0.015, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.653,0.589,0.497
Galactose,cpd00108,20.680596572101766,90.0,-20.681,0.745,32.006,23.305,4.694,"{'EX_cpd00029_e0': 4.665, 'EX_cpd15380_e0': 0.016, 'EX_cpd01042_e0': 0.011, 'EX_cpd00204_e0': 0.002}",0.612,0.579,0.533
Galactose,cpd00108,22.97844063566863,100.0,-22.978,0.796,34.192,25.782,0.031,"{'EX_cpd15380_e0': 0.017, 'EX_cpd01042_e0': 0.012, 'EX_cpd00204_e0': 0.002}",0.57,0.57,0.57
Galactose,cpd00108,50.0,217.59527024817666,-22.978,0.796,34.192,25.782,0.031,"{'EX_cpd15380_e0': 0.017, 'EX_cpd01042_e0': 0.012, 'EX_cpd00204_e0': 0.002}",0.57,0.57,0.57
Galactose,cpd00108,40.0,174.07621619854135,-22.978,0.796,34.192,25.782,0.031,"{'EX_cpd15380_e0': 0.017, 'EX_cpd01042_e0': 0.012, 'EX_cpd00204_e0': 0.002}",0.57,0.57,0.57
Galactose,cpd00108,30.0,130.557162148906,-22.978,0.796,34.192,25.782,0.031,"{'EX_cpd15380_e0': 0.017, 'EX_cpd01042_e0': 0.012, 'EX_cpd00204_e0': 0.002}",0.57,0.57,0.57
Galactose,cpd00108,20.0,87.03810809927067,-20.0,0.73,31.358,22.571,6.075,"{'EX_cpd00029_e0': 6.047, 'EX_cpd15380_e0': 0.016, 'EX_cpd01042_e0': 0.011, 'EX_cpd00204_e0': 0.002}",0.624,0.581,0.523
Galactose,cpd00108,10.0,43.519054049635336,-10.0,0.506,21.751,14.997,23.254,"{'EX_cpd00029_e0': 23.234, 'EX_cpd15380_e0': 0.011, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.75,0.592,0.363
Galactose,cpd00108,1.0,4.351905404963533,-1.0,0.299,12.849,17.045,30.108,"{'EX_cpd00029_e0': 30.096, 'EX_cpd00047_e0': 0.0, 'EX_cpd15380_e0': 0.006, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.716,0.43,0.214
Mannuronic Acid,cpd01384,1.9991619241361827,10.0,-1.999,0.246,10.57,17.569,31.863,"{'EX_cpd00029_e0': 31.853, 'EX_cpd15380_e0': 0.005, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.707,0.376,0.176
Mannuronic Acid,cpd01384,3.9983238482723653,20.0,-3.998,0.292,12.535,17.117,30.35,"{'EX_cpd00029_e0': 30.339, 'EX_cpd15380_e0': 0.006, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.715,0.423,0.209
Mannuronic Acid,cpd01384,5.997485772408547,30.0,-5.997,0.337,14.485,17.185,28.332,"{'EX_cpd00029_e0': 28.319, 'EX_cpd15380_e0': 0.007, 'EX_cpd01042_e0': 0.005, 'EX_cpd00204_e0': 0.001}",0.714,0.457,0.241
Mannuronic Acid,cpd01384,7.996647696544731,40.0,-7.997,0.381,16.375,19.339,24.288,"{'EX_cpd00029_e0': 24.274, 'EX_cpd15380_e0': 0.008, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.678,0.458,0.273
Mannuronic Acid,cpd01384,9.995809620680912,50.0,-9.996,0.425,18.265,21.493,20.244,"{'EX_cpd00029_e0': 20.228, 'EX_cpd15380_e0': 0.009, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.642,0.459,0.304
Mannuronic Acid,cpd01384,11.994971544817094,60.0,-11.995,0.469,20.155,23.647,16.2,"{'EX_cpd00029_e0': 16.182, 'EX_cpd15380_e0': 0.01, 'EX_cpd01042_e0': 0.007, 'EX_cpd00204_e0': 0.001}",0.606,0.46,0.336
Mannuronic Acid,cpd01384,13.994133468953278,70.0,-13.994,0.513,22.045,25.801,12.157,"{'EX_cpd00029_e0': 12.137, 'EX_cpd15380_e0': 0.011, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.57,0.461,0.367
Mannuronic Acid,cpd01384,15.993295393089461,80.0,-15.993,0.557,23.935,27.956,8.113,"{'EX_cpd00029_e0': 8.091, 'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.534,0.461,0.399
Mannuronic Acid,cpd01384,17.992457317225643,90.0,-17.992,0.601,25.825,30.11,4.069,"{'EX_cpd00029_e0': 4.046, 'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.498,0.462,0.43
Mannuronic Acid,cpd01384,19.991619241361825,100.0,-19.992,0.645,27.715,32.264,0.025,"{'EX_cpd15380_e0': 0.014, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.462,0.462,0.462
Mannuronic Acid,cpd01384,50.0,250.104803399577,-19.992,0.645,27.715,32.264,0.025,"{'EX_cpd15380_e0': 0.014, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.462,0.462,0.462
Mannuronic Acid,cpd01384,40.0,200.08384271966162,-19.992,0.645,27.715,32.264,0.025,"{'EX_cpd15380_e0': 0.014, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.462,0.462,0.462
Mannuronic Acid,cpd01384,30.0,150.0628820397462,-19.992,0.645,27.715,32.264,0.025,"{'EX_cpd15380_e0': 0.014, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.462,0.462,0.462
Mannuronic Acid,cpd01384,20.0,100.04192135983081,-19.992,0.645,27.715,32.264,0.025,"{'EX_cpd15380_e0': 0.014, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.462,0.462,0.462
Mannuronic Acid,cpd01384,10.0,50.020960679915405,-10.0,0.425,18.269,21.498,20.236,"{'EX_cpd00029_e0': 20.219, 'EX_cpd15380_e0': 0.009, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.642,0.459,0.304
Mannuronic Acid,cpd01384,1.0,5.002096067991539,-1.0,0.223,9.588,17.795,32.619,"{'EX_cpd00029_e0': 32.61, 'EX_cpd15380_e0': 0.005, 'EX_cpd01042_e0': 0.003, 'EX_cpd00204_e0': 0.0}",0.703,0.35,0.16
Galacturonic Acid,cpd00280,1.9991619241361578,10.0,-1.999,0.246,10.57,17.569,31.863,"{'EX_cpd00029_e0': 31.853, 'EX_cpd15380_e0': 0.005, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.707,0.376,0.176
Galacturonic Acid,cpd00280,3.9983238482723156,20.0,-3.998,0.292,12.535,17.117,30.35,"{'EX_cpd00029_e0': 30.339, 'EX_cpd15380_e0': 0.006, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.715,0.423,0.209
Galacturonic Acid,cpd00280,5.997485772408473,30.0,-5.997,0.337,14.485,17.185,28.332,"{'EX_cpd00029_e0': 28.319, 'EX_cpd15380_e0': 0.007, 'EX_cpd01042_e0': 0.005, 'EX_cpd00204_e0': 0.001}",0.714,0.457,0.241
Galacturonic Acid,cpd00280,7.996647696544631,40.0,-7.997,0.381,16.375,19.339,24.288,"{'EX_cpd00029_e0': 24.274, 'EX_cpd15380_e0': 0.008, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.678,0.458,0.273
Galacturonic Acid,cpd00280,9.99580962068079,50.0,-9.996,0.425,18.265,21.493,20.244,"{'EX_cpd00029_e0': 20.228, 'EX_cpd15380_e0': 0.009, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.642,0.459,0.304
Galacturonic Acid,cpd00280,11.994971544816947,60.0,-11.995,0.469,20.155,23.647,16.2,"{'EX_cpd00029_e0': 16.182, 'EX_cpd15380_e0': 0.01, 'EX_cpd01042_e0': 0.007, 'EX_cpd00204_e0': 0.001}",0.606,0.46,0.336
Galacturonic Acid,cpd00280,13.994133468953105,70.0,-13.994,0.513,22.045,25.801,12.157,"{'EX_cpd00029_e0': 12.137, 'EX_cpd15380_e0': 0.011, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.57,0.461,0.367
Galacturonic Acid,cpd00280,15.993295393089262,80.0,-15.993,0.557,23.935,27.956,8.113,"{'EX_cpd00029_e0': 8.091, 'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.534,0.461,0.399
Galacturonic Acid,cpd00280,17.992457317225423,90.0,-17.992,0.601,25.825,30.11,4.069,"{'EX_cpd00029_e0': 4.046, 'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.498,0.462,0.43
Galacturonic Acid,cpd00280,19.99161924136158,100.0,-19.992,0.645,27.715,32.264,0.025,"{'EX_cpd15380_e0': 0.014, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.462,0.462,0.462
Galacturonic Acid,cpd00280,50.0,250.10480339958008,-19.992,0.645,27.715,32.264,0.025,"{'EX_cpd15380_e0': 0.014, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.462,0.462,0.462
Galacturonic Acid,cpd00280,40.0,200.08384271966406,-19.992,0.645,27.715,32.264,0.025,"{'EX_cpd15380_e0': 0.014, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.462,0.462,0.462
Galacturonic Acid,cpd00280,30.0,150.06288203974805,-19.992,0.645,27.715,32.264,0.025,"{'EX_cpd15380_e0': 0.014, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.462,0.462,0.462
Galacturonic Acid,cpd00280,20.0,100.04192135983203,-19.992,0.645,27.715,32.264,0.025,"{'EX_cpd15380_e0': 0.014, 'EX_cpd01042_e0': 0.01, 'EX_cpd00204_e0': 0.001}",0.462,0.462,0.462
Galacturonic Acid,cpd00280,10.0,50.020960679916016,-10.0,0.425,18.269,21.498,20.236,"{'EX_cpd00029_e0': 20.219, 'EX_cpd15380_e0': 0.009, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.642,0.459,0.304
Galacturonic Acid,cpd00280,1.0,5.002096067991602,-1.0,0.223,9.588,17.795,32.619,"{'EX_cpd00029_e0': 32.61, 'EX_cpd15380_e0': 0.005, 'EX_cpd01042_e0': 0.003, 'EX_cpd00204_e0': 0.0}",0.703,0.35,0.16
Pyruvate,cpd00020,2.1831044321577155,10.0,-2.183,0.17,7.282,18.325,34.394,"{'EX_cpd00029_e0': 34.387, 'EX_cpd15380_e0': 0.004, 'EX_cpd01042_e0': 0.003, 'EX_cpd00204_e0': 0.0}",0.695,0.284,0.121
Pyruvate,cpd00020,4.366208864315431,20.0,-4.366,0.22,9.427,17.832,32.742,"{'EX_cpd00029_e0': 32.734, 'EX_cpd15380_e0': 0.005, 'EX_cpd01042_e0': 0.003, 'EX_cpd00204_e0': 0.0}",0.703,0.346,0.157
Pyruvate,cpd00020,6.549313296473147,30.0,-6.549,0.269,11.568,17.498,30.935,"{'EX_cpd00029_e0': 30.925, 'EX_cpd15380_e0': 0.006, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.708,0.398,0.193
Pyruvate,cpd00020,8.732417728630862,40.0,-8.732,0.317,13.632,19.85,26.519,"{'EX_cpd00029_e0': 26.507, 'EX_cpd15380_e0': 0.007, 'EX_cpd01042_e0': 0.005, 'EX_cpd00204_e0': 0.001}",0.669,0.407,0.227
Pyruvate,cpd00020,10.915522160788578,50.0,-10.916,0.365,15.696,22.202,22.103,"{'EX_cpd00029_e0': 22.089, 'EX_cpd15380_e0': 0.008, 'EX_cpd01042_e0': 0.005, 'EX_cpd00204_e0': 0.001}",0.63,0.414,0.262
Pyruvate,cpd00020,13.098626592946294,60.0,-13.099,0.414,17.76,24.555,17.687,"{'EX_cpd00029_e0': 17.671, 'EX_cpd15380_e0': 0.009, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.591,0.42,0.296
Pyruvate,cpd00020,15.281731025104008,70.0,-15.282,0.462,19.824,26.907,13.271,"{'EX_cpd00029_e0': 13.253, 'EX_cpd15380_e0': 0.01, 'EX_cpd01042_e0': 0.007, 'EX_cpd00204_e0': 0.001}",0.552,0.424,0.33
Pyruvate,cpd00020,17.464835457261724,80.0,-17.465,0.51,21.888,29.259,8.855,"{'EX_cpd00029_e0': 8.836, 'EX_cpd15380_e0': 0.011, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.512,0.428,0.365
Pyruvate,cpd00020,19.64793988941944,90.0,-19.648,0.558,23.952,31.612,4.439,"{'EX_cpd00029_e0': 4.418, 'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.473,0.431,0.399
Pyruvate,cpd00020,21.831044321577156,100.0,-21.831,0.606,26.016,33.964,0.023,"{'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.434,0.434,0.434
Pyruvate,cpd00020,50.0,229.03164531887046,-21.831,0.606,26.016,33.964,0.023,"{'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.434,0.434,0.434
Pyruvate,cpd00020,40.0,183.22531625509635,-21.831,0.606,26.016,33.964,0.023,"{'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.434,0.434,0.434
Pyruvate,cpd00020,30.0,137.41898719132226,-21.831,0.606,26.016,33.964,0.023,"{'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.434,0.434,0.434
