substrate,dissipation_lb,feasible,growth_rate,NaNQR_flux,Na_EX_flux,ATPsyn_flux,NaH_anti_flux,flagella_flux,symporter_flux,acetate,pyruvate,succinate,formate,lactate,fumarate,NH3_secretion,na_medium_import_flag
aspartate,48,True,0.5632294141923774,31.446574306482912,1.1934424875022548e-14,43.49083439361039,-1.4846984617175178,48.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.166195424143314,False
aspartate,52,True,0.5592738736755395,31.752448494933866,-1.4832087432047864e-15,43.02288836935696,-4.863273512898718,52.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.20716603005567,False
aspartate,56,True,0.5553183331587034,32.05832268338459,1.0257220672744132e-14,42.554942345100706,-8.241848564090024,56.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.248136635967953,False
aspartate,60,True,0.5513627926418665,32.364196871835645,-1.4832087432047864e-15,42.086996320848776,-11.620423615265874,60.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.289107241880362,False
aspartate,64,True,0.5474072521250303,32.67007106028638,1.9399545907363063e-16,41.61905029659278,-14.998998666456297,64.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.330077847792651,False
aspartate,68,True,0.5434517116081935,32.97594524873722,-1.4832087432047864e-15,41.15110427233796,-18.377573717642505,68.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.371048453704974,False
aspartate,72,True,0.5394961710913612,33.28181943718848,-8.192025552318455e-15,40.683158248088795,-21.7561487688086,72.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.412019059617563,False
aspartate,76,True,0.5334268900446069,33.459667959206136,-1.4832087432047864e-15,39.96515373673913,-25.28844521324795,76.0,-15.0,0.0971590250054612,0.0,0.0,0.0,0.0,0.0,9.474883318213738,False
aspartate,80,True,0.5254222848518599,33.52029719151097,-8.192025552318455e-15,39.01819764825303,-28.96148775206325,80.0,-15.0,0.2832760864549795,0.0,0.0,0.0,0.0,0.0,9.557793232406222,False
aspartate,84,True,0.5174176796591129,33.5809264238158,1.9399545907363063e-16,38.071241559766925,-32.634530290878544,84.0,-15.0,0.4693931479044976,0.0,0.0,0.0,0.0,0.0,9.6407031465987,False
aspartate,88,True,0.5094130744663677,33.64155565612062,-6.514821350040037e-15,37.12428547127983,-36.30757282969779,88.0,-15.0,0.6555102093539614,0.0,0.0,0.0,0.0,0.0,9.723613060791164,False
aspartate,92,True,0.5014084692736211,33.70218488842546,-1.4832087432047864e-15,36.17732938279374,-39.98061536851308,92.0,-15.0,0.8416272708034793,0.0,0.0,0.0,0.0,0.0,9.806522974983638,False
aspartate,96,True,0.4934038640808743,33.76281412073029,-9.869229754596872e-15,35.230373294307526,-43.65365790732877,96.0,-15.0,1.027744332252992,0.0,0.0,0.0,0.0,0.0,9.889432889176126,False
aspartate,100,True,0.4853992588881292,33.82344335303512,6.902812268187298e-15,34.283417205820314,-47.32670044614856,100.0,-15.0,1.2138613937024616,0.0,0.0,0.0,0.0,0.0,9.972342803368583,False
aspartate,104,True,0.4773946536953826,33.88407258533995,-8.192025552318455e-15,33.336461117334196,-50.99974298496386,104.0,-15.0,1.3999784551519796,0.0,0.0,0.0,0.0,0.0,10.055252717561066,False
aspartate,108,True,0.4693900485026353,33.94470181764479,-8.192025552318455e-15,32.389505028848,-54.672785523779545,108.0,-15.0,1.5860955166014923,0.0,0.0,0.0,0.0,0.0,10.13816263175355,False
aspartate,112,True,0.4613854433098913,34.0053310499496,-1.4900842361432125e-14,31.44254894036103,-58.34582806259832,112.0,-15.0,1.7722125780509579,0.0,0.0,0.0,0.0,0.0,10.221072545946,False
aspartate,116,True,0.4533808381171444,34.06596028225444,1.3611629077300966e-14,30.49559285187492,-62.01887060141362,116.0,-15.0,1.958329639500476,0.0,0.0,0.0,0.0,0.0,10.303982460138487,False
aspartate,120,True,0.4453762329243975,34.12658951455927,2.5352058493249884e-14,29.54863676338882,-65.6919131402289,120.0,-15.0,2.144446700949994,0.0,0.0,0.0,0.0,0.0,10.386892374330978,False
aspartate,124,True,0.43737162773164945,34.18721874686411,2.199765008869305e-14,28.601680674899804,-69.36495567905583,124.0,-15.0,2.330563762399351,0.0,0.0,0.0,0.0,0.0,10.469802288523194,False
