,PC1,PC2,PC3,PC4,PC5
rxn01484_c0,-1.0514932890876935e-20,3.0249841099285833e-19,-7.420497967225668e-19,3.287082873984621e-19,7.12658484463503e-19
rxn00285_c0,0.004859162243685503,-0.06453559865014705,-0.045591432162101646,0.014942837356434396,0.02934234864638979
rxn00182_c0,0.004225152408949444,0.04722516124310359,-0.04387901272203599,0.11643113050668066,0.04619876612092547
rxn01045_c0,0.03137623305622248,0.002838820878961462,-0.09626970686009642,-0.07210452664770407,0.01231315915870491
rxn00126_c0,0.12075459804420256,-0.023267824466053872,0.028483694425772605,0.0012852455957181328,-0.027712167927402172
rxn01871_c0,0.047770769223825754,0.03009430207033531,0.017753366971898932,-0.03344477304727439,-0.008678960719588834
rxn05340_c0,-4.131433436037319e-19,-5.510419747656161e-18,9.804548700871754e-18,-1.5516483841483251e-18,-2.0920500374651265e-17
rxn00405_c0,0.020009312393062584,0.02823964462864592,-0.05119914537106526,0.13136215360548037,0.05823698476095189
rxn00299_c0,0.05040977441628409,0.03962366972405931,0.022512019870788734,0.05655898758289618,-0.040964557699260606
rxn00904_c0,0.01759163323868253,0.0050643398923252494,-0.07066366610614098,-0.05558763912805084,0.011248043140907327
rxn03159_c0,2.947928850084216e-19,7.055431950144114e-20,-4.620398210980695e-19,-7.99634655436043e-20,-5.502716725276992e-20
rxn01000_c0,-1.760773087631674e-18,-7.596488340711004e-19,1.068338821838262e-18,-4.034878582675081e-19,4.142369264225159e-19
rxn00647_c0,0.012307033509591959,0.01593168129959956,-0.01425224402684552,0.030679055154585695,-0.02012646942831259
rxn00601_c0,0.020009312393062594,0.028239644628645946,-0.05119914537106528,0.13136215360548043,0.05823698476095189
rxn00786_c0,0.010204639754905138,0.028447179079434764,0.08602664153202359,-0.04486619957563395,0.021937644561062616
rxn03908_c0,0.12082112466385485,-0.029616743613622692,0.01996045275619895,0.0032288281175585805,-0.020220628513708018
rxn01100_c0,-0.01866062979331372,-0.04293177285059676,-0.11148624858336276,0.047045165445417064,-0.09669655624845604
rxn00838_c0,-0.07165375079626235,-0.09190928130952285,0.03560637301051208,-0.005955223421626564,0.006985775579842995
rxn00102_c0,-0.0018386589131072558,0.129332085386633,0.016210056847813337,0.008207148843414494,-0.022223609468237794
rxn01255_c0,0.12096056167954122,-0.029411681378947483,0.020854906490624124,0.004207240014182796,-0.02140986781066999
rxn05296_c0,-3.9052321387091295e-20,-1.7750239824048104e-18,-6.390089254612273e-19,-8.161323074738993e-19,-4.815358713668766e-19
rxn01211_c0,-0.07167481093529876,-0.09187543721765562,0.03519700449269011,-0.005612855310282551,0.009778828068844987
