CleanName,timepoint,mean_nM,sd_nM,n_reps
adenosine_5_monophosphate,22,3.9063651299999997,0.9873496061902832,3
adenosine_5_monophosphate,24,2.6605111136666664,2.101684368079703,3
adenosine_5_monophosphate,26,4.493365734,0.7794892537922069,3
adenosine_5_monophosphate,28,5.403573231999999,1.3217982008425246,3
adenosine_5_monophosphate,30,5.567493130666667,0.5834262748726292,3
adenosine_5_monophosphate,32,6.043585530333334,0.8594582904120942,3
adenosine_5_monophosphate,34,6.703654683333333,1.4841907980113573,3
adenosine_5_monophosphate,36,9.156993811,5.86174833077286,3
adenosine_5_monophosphate,38,7.462559229333333,0.6219215192945611,3
adenosine_5_monophosphate,40,7.723259120666667,0.7540311243486945,3
adenosine_5_monophosphate,42,4.6229467600000005,0.14361576246916857,3
adenosine_5_monophosphate,44,6.266895015,0.6678616845909175,3
adenosine_5_monophosphate,46,7.385293087000001,0.7797747838233753,3
cysteate,0,1.7017753649999998,1.8084537524289364,3
cysteate,2,2.2957653216666665,2.134557371298957,3
cysteate,4,0.102477568,0.0,3
cysteate,6,2.7674810930000002,2.652741687021361,3
cysteate,8,0.102477568,0.0,3
cysteate,10,2.4797323926666666,1.0921688845258248,3
cysteate,12,2.405358526,1.2385600682684237,3
cysteate,14,2.420181202333333,1.5121854835171524,3
cysteate,16,2.5448553879999998,2.946393636261684,3
cysteate,18,3.6216538963333336,1.6917053189925355,3
cysteate,20,3.2105592076666674,2.770441239345876,3
cysteate,22,4.372599078666667,0.7314219232333676,3
cysteate,24,5.573067177666666,2.520725844906249,3
cysteate,26,3.7150459063333336,2.022118870120784,3
cysteate,28,4.864494464333333,1.9841206922460717,3
cysteate,30,0.9953832156666667,0.791136380101774,3
cysteate,32,4.617186449,1.624375314234295,3
cysteate,34,0.102477568,0.0,3
cysteate,36,4.146823922333334,1.3064281457862816,3
cysteate,38,6.629190132666667,2.2888903603759623,3
cysteate,40,5.188041072,0.730630466548091,3
cysteate,42,4.044676042333333,0.3972126371528767,3
cysteate,44,3.5254289626666666,0.2701479077798134,3
cysteate,46,2.6275053206666663,0.616326776195983,3
desthiobiotin,0,2.0933799989123805,3.376988843365361,3
desthiobiotin,2,3.317406154419037,1.4779489472120473,3
desthiobiotin,4,2.7032438247824278,2.144386221937295,3
desthiobiotin,6,4.754360902729265,1.2130907578140577,3
desthiobiotin,8,1.9828959121992231,1.0448465910199431,3
desthiobiotin,10,6.015411408198347,5.3254501234721365,3
desthiobiotin,12,8.092797670165572,7.0631665858582116,3
desthiobiotin,14,8.442169725032523,3.8148074906378557,3
desthiobiotin,16,11.88272178847627,1.2877459853653586,3
desthiobiotin,18,9.448664124477713,2.0546589198194134,3
desthiobiotin,20,9.164290170073084,1.6806358641859296,3
desthiobiotin,22,6.392966391784111,6.3540228696091905,3
desthiobiotin,24,4.229227494342799,2.6563698021728643,3
desthiobiotin,26,3.86910265650895,1.94289776326873,3
desthiobiotin,28,13.147714350191952,3.751047739625761,3
desthiobiotin,30,13.494491382783783,10.54853416790838,3
desthiobiotin,32,13.48858585105892,1.775083614391671,3
desthiobiotin,34,27.11244502600258,19.57322349342568,3
desthiobiotin,36,16.897958010663253,5.964214800374017,3
desthiobiotin,38,9.16838200975627,10.01952276415791,3
desthiobiotin,40,13.630658224312493,11.1225782340677,3
desthiobiotin,42,1.6955313384836401,0.9705553894590795,3
desthiobiotin,44,9.617794563256451,10.212932009788883,3
desthiobiotin,46,3.7438798935978483,2.3566687303389107,3
glutamic_acid,0,410.2421756333333,246.17693912194514,3
glutamic_acid,2,635.3079744333332,120.35626037656797,3
glutamic_acid,4,242.65634673333332,37.273105776806375,3
glutamic_acid,6,515.1117029666667,207.04413070860312,3
glutamic_acid,8,252.96909946666665,43.74640386792598,3
glutamic_acid,10,940.2559099,168.85296656371318,3
glutamic_acid,12,1806.7477706666666,211.6283522302199,3
glutamic_acid,14,480.13193329999996,179.05637319449613,3
glutamic_acid,16,631.9034201333334,395.86297143301084,3
glutamic_acid,18,247.14146726666664,35.359502722776796,3
glutamic_acid,20,328.3896952333333,22.355036042518332,3
glutamic_acid,22,355.0823888,179.41322012422674,3
glutamic_acid,24,490.31437316666666,249.62103477981904,3
glutamic_acid,26,283.70455913333336,93.65807091237481,3
glutamic_acid,28,500.5679969333333,151.630057009964,3
glutamic_acid,30,359.8763387666666,123.64426638084292,3
glutamic_acid,32,722.4199921999999,342.10130607911253,3
glutamic_acid,34,570.6924714,131.19508902918957,3
glutamic_acid,36,692.5876076333334,175.62805828416103,3
glutamic_acid,38,917.5194714999999,367.5483965602551,3
glutamic_acid,40,567.1460946333333,258.4718342357481,3
glutamic_acid,42,193.95280493333334,53.40571011716149,3
glutamic_acid,44,308.5335803333333,80.03963670907726,3
glutamic_acid,46,459.39332630000007,178.94805854505418,3
glutathione_oxidized,0,6.406214590499999,5.541611456369594,2
glutathione_oxidized,2,2.4765161543333334,0.8436474487807468,3
glutathione_oxidized,4,6.561542683333333,2.3884702106173834,3
glutathione_oxidized,6,12.569322206499999,15.1975265538642,2
glutathione_oxidized,8,8.229451673666667,3.5337927470187767,3
glutathione_oxidized,10,6.966073030333334,9.33918873880324,3
glutathione_oxidized,12,7.8728914009999995,7.1133154731167885,3
glutathione_oxidized,14,42.396199722666665,47.51574426085154,3
glutathione_oxidized,16,9.971235437,6.419192675707824,3
glutathione_oxidized,18,13.477206136000001,8.151046934473953,3
glutathione_oxidized,20,18.089821671,8.673255258724476,3
glutathione_oxidized,22,16.420912151,6.500586127930227,3
glutathione_oxidized,24,17.159573959666666,9.036041305271413,3
glutathione_oxidized,26,31.44816191,15.171478800633636,3
glutathione_oxidized,28,22.09475049,8.293616689243096,3
glutathione_oxidized,30,31.710288245,19.325448536446554,3
glutathione_oxidized,32,31.374386643333334,14.13179831667865,3
glutathione_oxidized,34,29.0582883,12.199136809429277,3
glutathione_oxidized,36,59.68149493000001,51.791204442217044,3
glutathione_oxidized,38,18.752591907333333,11.768135135885258,3
glutathione_oxidized,40,38.032571186666665,1.5568897994478241,3
glutathione_oxidized,42,22.378514823333333,8.80309975264299,3
glutathione_oxidized,44,27.46694672,4.216875462505544,3
glutathione_oxidized,46,33.52162023333333,10.125689256862657,3
glycerol_3_phosphate,0,3.1062406853333333,1.6869523760688256,3
glycerol_3_phosphate,2,3.0974872733333334,1.0703374119863636,3
glycerol_3_phosphate,4,4.128421138,1.5805504849758005,3
glycerol_3_phosphate,6,2.953787058666667,1.6682195828639244,3
glycerol_3_phosphate,8,0.055985191999999996,0.0,3
glycerol_3_phosphate,10,4.063304597999999,0.3412757180248168,3
glycerol_3_phosphate,12,5.920401117,1.7690605612389745,3
glycerol_3_phosphate,14,3.3359600263333333,1.2402254161913135,3
glycerol_3_phosphate,16,0.055985191999999996,0.0,3
glycerol_3_phosphate,18,3.2662081433333334,0.7336903168089332,3
glycerol_3_phosphate,20,3.9543740226666664,1.1074827813808084,3
glycerol_3_phosphate,22,3.6390580296666664,0.16968296584175027,3
glycerol_3_phosphate,24,3.778150071,1.6024274148409894,3
glycerol_3_phosphate,26,3.376826253333333,0.535590231366494,3
glycerol_3_phosphate,28,4.328190811333333,0.46684399397072696,3
glycerol_3_phosphate,30,3.862207997,3.45052460039341,3
glycerol_3_phosphate,32,5.109318490333333,0.7204094536258264,3
glycerol_3_phosphate,34,6.247714148,0.4182515574896702,3
glycerol_3_phosphate,36,6.999971356,1.2257420168537123,3
glycerol_3_phosphate,38,7.78791458,1.4055336879125324,3
glycerol_3_phosphate,40,7.471133753666666,0.6658603856135716,3
glycerol_3_phosphate,42,7.065188945333333,1.5892425332052718,3
glycerol_3_phosphate,44,6.030144358,1.8519924306708793,3
glycerol_3_phosphate,46,5.799808893666667,0.16902058772890538,3
n_acetylglutamic_acid,0,1.5559144433333334,0.19810405361284697,3
n_acetylglutamic_acid,2,1.1051393946666668,0.06564220004169988,3
n_acetylglutamic_acid,4,1.7579942073333334,0.17882415270430235,3
n_acetylglutamic_acid,6,1.5988513513333331,0.16571918705245456,3
n_acetylglutamic_acid,8,1.8715816696666667,0.03910181542053333,3
n_acetylglutamic_acid,10,1.615394281333333,0.8685406135139414,3
n_acetylglutamic_acid,12,4.388587258,1.269998983724475,3
n_acetylglutamic_acid,14,3.506890894,2.2741169893154045,3
n_acetylglutamic_acid,16,2.306053879,0.0391858470619937,3
n_acetylglutamic_acid,18,2.360347594333333,0.3447072486711143,3
n_acetylglutamic_acid,20,2.523930148,0.11263508100375764,3
n_acetylglutamic_acid,22,2.3534506636666666,0.41420829072901955,3
n_acetylglutamic_acid,24,2.4592967006666666,0.20958514206141884,3
n_acetylglutamic_acid,26,2.9792606310000003,0.27942994570487084,3
n_acetylglutamic_acid,28,3.0560925196666666,0.31311197881408825,3
n_acetylglutamic_acid,30,3.27462693,0.7403204476116684,3
n_acetylglutamic_acid,32,3.810249066666666,0.3970756772551388,3
n_acetylglutamic_acid,34,4.398592441666667,0.14116285012319357,3
n_acetylglutamic_acid,36,5.687834102,2.692309181837165,3
n_acetylglutamic_acid,38,4.516031001,0.25469572782198385,3
n_acetylglutamic_acid,40,4.780393858333333,0.10184150240091659,3
n_acetylglutamic_acid,42,4.374368605666667,0.25400225449193775,3
n_acetylglutamic_acid,44,4.1978612166666665,0.5784058481179124,3
n_acetylglutamic_acid,46,5.139658609333334,0.34028265056503554,3
phosphoenolpyruvate,0,1.211589339,1.3191838333365087,3
phosphoenolpyruvate,2,2.3159646246666665,1.9752124480112063,3
phosphoenolpyruvate,4,1.084013856,0.5053116316115247,3
phosphoenolpyruvate,6,2.173869514,3.6869972365092125,3
phosphoenolpyruvate,8,2.0289571286666668,0.08354783706337958,3
phosphoenolpyruvate,10,4.748547504333334,3.7204814776199178,3
phosphoenolpyruvate,12,9.992154649333333,3.4875833474417464,3
phosphoenolpyruvate,14,2.7804189676666664,0.6783466260110629,3
phosphoenolpyruvate,16,4.218141182666667,3.9076731834906315,3
phosphoenolpyruvate,18,1.406232599,0.33381301082116993,3
phosphoenolpyruvate,20,1.2428459656666666,0.0632638152904499,3
phosphoenolpyruvate,22,1.5480552760000001,0.2880287106264917,3
phosphoenolpyruvate,24,3.0071441353333337,1.6749507138769817,3
phosphoenolpyruvate,26,2.008801369,0.1590945399218156,3
phosphoenolpyruvate,28,2.007907128,0.9272231989833413,3
phosphoenolpyruvate,30,2.0645969416666667,0.2576222871720239,3
phosphoenolpyruvate,32,3.0686268543333335,0.5831684441863058,3
phosphoenolpyruvate,34,4.055024024000001,1.282547668821583,3
phosphoenolpyruvate,36,5.3124600163333335,3.6573327914528733,3
phosphoenolpyruvate,38,5.864042112666667,3.5786104667578313,3
phosphoenolpyruvate,40,2.945651688,0.7354961059922397,3
phosphoenolpyruvate,42,1.9845038503333334,0.6063517664281135,3
phosphoenolpyruvate,44,1.6922412843333332,0.37450278438902795,3
phosphoenolpyruvate,46,2.1496055456666667,0.5274413623971791,3
uridine_5_monophosphate,0,1.5152881913333334,1.3610408770797324,3
uridine_5_monophosphate,2,2.0652135486666667,0.30128269321006246,3
uridine_5_monophosphate,4,2.4003422026666663,0.3503774312719386,3
uridine_5_monophosphate,6,1.9414272786666666,0.2820763489142173,3
uridine_5_monophosphate,8,2.212735691666667,0.27620015812736337,3
uridine_5_monophosphate,10,3.1333989196666665,0.6039128624064164,3
uridine_5_monophosphate,12,6.1297956430000005,0.735832334038755,3
uridine_5_monophosphate,14,4.734434272333333,2.656140749717069,3
uridine_5_monophosphate,16,3.343377777,0.6022946931736876,3
uridine_5_monophosphate,18,2.988329744666667,0.5225226457007552,3
uridine_5_monophosphate,20,3.112209943,0.22335207860401535,3
uridine_5_monophosphate,22,3.172536852666667,0.07735413972109438,3
uridine_5_monophosphate,24,3.0515620663333336,1.223050461105023,3
uridine_5_monophosphate,26,3.650063506,0.3693025882504212,3
uridine_5_monophosphate,28,4.378891030666667,0.26923255376292116,3
uridine_5_monophosphate,30,4.274630472333333,0.21975176977961564,3
uridine_5_monophosphate,32,5.341776240000001,0.9720372110003689,3
uridine_5_monophosphate,34,5.576320459333334,0.31112965515300894,3
uridine_5_monophosphate,36,8.006243321666666,3.3901864216894793,3
uridine_5_monophosphate,38,6.608096092666667,0.3791969839683727,3
uridine_5_monophosphate,40,6.730331953,0.540392118721538,3
uridine_5_monophosphate,42,5.4114334269999995,0.23199014701808776,3
uridine_5_monophosphate,44,5.201932356666667,0.8394788691249211,3
uridine_5_monophosphate,46,5.6471200816666665,0.3109270575397493,3
