,source,target
2026,rxn08547_c0,rxn05349_c0
2027,rxn08547_c0,rxn08089_c0
2028,rxn10289_c0,rxn10292_c0
2029,rxn05349_c0,rxn08089_c0
2030,rxn02345_c0,rxn01451_c0
2031,rxn06673_c0,rxn06672_c0
2032,rxn05197_c0,rxn00711_c0
2033,rxn09103_c0,rxn09110_c0
2034,rxn41965_c0,rxn08734_c0
2035,rxn01997_c0,rxn01675_c0
2036,EX_cpd00027_e0,rxn05226_c0
2037,rxn08796_c0,rxn08838_c0
2038,rxn08615_c0,rxn00695_c0
2039,rxn00377_c0,rxn04792_c0
2040,rxn09128_c0,rxn08311_c0
2041,rxn09128_c0,rxn08299_c0
2042,rxn08299_c0,rxn08311_c0
2043,rxn05005_c0,rxn05006_c0
0,rxn10481_c0,rxn05528_c0
1,rxn00816_c0,rxn00216_c0
2,rxn00816_c0,rxn15230_c0
3,rxn00216_c0,rxn00704_c0
4,rxn00216_c0,rxn15249_c0
5,rxn15230_c0,rxn15249_c0
6,rxn04792_c0,rxn04938_c0
7,rxn00910_c0,rxn04954_c0
8,rxn08941_c0,rxn08127_c0
9,rxn00225_c0,rxn00173_c0
10,rxn00225_c0,rxn00175_c0
11,rxn00173_c0,rxn00175_c0
12,rxn00781_c0,rxn00782_c0
13,rxn05298_c0,rxn05297_c0
14,rxn00695_c0,rxn08615_c0
15,rxn00695_c0,rxn05740_c0
16,rxn08615_c0,rxn05740_c0
17,rxn08521_c0,rxn03976_c0
18,rxn10060_c0,rxn00077_c0
19,rxn01445_c0,rxn01352_c0
20,rxn01445_c0,rxn01509_c0
21,rxn01280_c0,rxn01281_c0
22,rxn01301_c0,rxn01302_c0
23,rxn00499_c0,rxn08793_c0
24,rxn01575_c0,rxn01573_c0
25,rxn09562_c0,rxn00239_c0
26,rxn00285_c0,rxn00988_c0
27,rxn00285_c0,rxn00290_c0
28,rxn00988_c0,rxn00290_c0
30,rxn01211_c0,rxn03005_c0
31,rxn01211_c0,rxn03004_c0
32,rxn03005_c0,rxn03004_c0
33,rxn05496_c0,rxn05215_c0
36,rxn00804_c0,rxn00806_c0
40,rxn05760_c0,rxn05937_c0
41,rxn00704_c0,rxn20583_c0
42,rxn20583_c0,rxn15249_c0
43,rxn01171_c0,rxn04945_c0
44,rxn00808_c0,rxn15121_c0
45,rxn00808_c0,rxn40368_c0
46,rxn15121_c0,rxn40368_c0
47,rxn26307_c0,rxn15337_c0
48,rxn26307_c0,rxn15338_c0
49,rxn15337_c0,rxn15338_c0
50,rxn08062_c0,rxn05488_c0
